Ensembl.Protein.ID	Cow.Ensembl.Protein.or.Transcript.ID	Chicken.Ensembl.Protein.or.Transcript.ID	Gorilla.Ensembl.Protein.or.Transcript.ID	Human.Ensembl.Protein.or.Transcript.ID	Macaque.Ensembl.Protein.or.Transcript.ID	Mouse.Ensembl.Protein.or.Transcript.ID	Rat.Ensembl.Protein.or.Transcript.ID	Xenopus.Ensembl.Protein.or.Transcript.ID
ENSPTRP00000001497	ENSBTAP00000022643	ENSGALP00000032268	ENSGGOP00000016881	ENSP00000322609	ENSMMUP00000025616	ENSMUSP00000062837	ENSRNOP00000012638	ENSXETP00000006543
ENSPTRP00000006989	ENSBTAP00000008644	ENSGALP00000044188	ENSGGOP00000007683	ENSP00000401749	ENSMMUP00000022908	ENSMUSP00000055297	ENSRNOP00000049901	ENSXETP00000027489
ENSPTRP00000031059	ENSBTAP00000021132	ENSGALP00000049207	ENSGGOP00000001357	ENSP00000361926	ENSMMUP00000060518	ENSMUSP00000050309	ENSRNOP00000021868	
ENSPTRP00000057441	ENSBTAP00000006074	ENSGALP00000005183	ENSGGOP00000007731	ENSP00000222271	ENSMMUP00000008575	ENSMUSP00000003659	ENSRNOP00000067037	ENSXETP00000024479
ENSPTRP00000048872	ENSBTAP00000016362		ENSGGOP00000000207	ENSP00000385098	ENSMMUP00000024136	ENSMUSP00000062497	ENSRNOP00000034322	
ENSPTRP00000029928			ENSGGOP00000017794					
ENSPTRP00000001499	ENSBTAP00000041239	ENSGALP00000018510	ENSGGOP00000028628	ENSP00000399805	ENSMMUP00000050660	ENSMUSP00000029850	ENSRNOP00000038188	ENSXETP00000006542
ENSPTRP00000047851	ENSBTAP00000000139	ENSGALP00000054695	ENSGGOP00000028541	ENSP00000274625	ENSMMUP00000025492	ENSMUSP00000020507	ENSRNOP00000064983	
ENSPTRP00000012255	ENSBTAP00000028820	ENSGALP00000011879	ENSGGOP00000001107	ENSP00000220058		ENSMUSP00000074347	ENSRNOP00000019671	ENSXETP00000014573
ENSPTRP00000028017	ENSBTAP00000044998	ENSGALP00000048857	ENSGGOP00000001116	ENSP00000424183	ENSMMUP00000058258	ENSMUSP00000130811	ENSRNOP00000014027	ENSXETP00000056222
ENSPTRP00000061134					ENSMMUP00000056127			
ENSPTRP00000029930	ENSBTAP00000022623		ENSGGOP00000023398	ENSP00000331214	ENSMMUP00000021050	ENSMUSP00000020508	ENSRNOP00000038766	
ENSPTRP00000029931	ENSBTAP00000053291	ENSGALP00000045042	ENSGGOP00000007712	ENSP00000265094	ENSMMUP00000021052	ENSMUSP00000075721	ENSRNOP00000069447	
ENSPTRP00000018289	ENSBTAP00000027868	ENSGALP00000005090	ENSGGOP00000002572	ENSP00000470142	ENSMMUP00000030651	ENSMUSP00000075089	ENSRNOP00000075905	ENSXETP00000029819
ENSPTRP00000004870	ENSBTAP00000015703	ENSGALP00000053552	ENSGGOP00000012190	ENSP00000360268	ENSMMUP00000004139	ENSMUSP00000025979	ENSRNOP00000074318	ENSXETP00000048928
ENSPTRP00000060390	ENSBTAP00000036381	ENSGALP00000004991			ENSMMUP00000031738		ENSRNOP00000075903	ENSXETP00000022344
ENSPTRP00000012256	ENSBTAP00000004864		ENSGGOP00000015256	ENSP00000335292		ENSMUSP00000064494	ENSRNOP00000051177	
ENSPTRP00000031060	ENSBTAP00000007273	ENSGALP00000049162	ENSGGOP00000013235	ENSP00000361894	ENSMMUP00000001860	ENSMUSP00000002846	ENSRNOP00000067671	ENSXETP00000050251
ENSPTRP00000026242	ENSBTAP00000006038	ENSGALP00000052865	ENSGGOP00000015081	ENSP00000273359	ENSMMUP00000000937	ENSMUSP00000065282	ENSRNOP00000071368	ENSXETP00000020196
ENSPTRP00000014242	ENSBTAP00000017642		ENSGGOP00000012756	ENSP00000237353	ENSMMUP00000000916	ENSMUSP00000034162	ENSRNOP00000068814	
ENSPTRP00000021886	ENSBTAP00000019878	ENSGALP00000052300	ENSGGOP00000002966	ENSP00000328875	ENSMMUP00000058443	ENSMUSP00000027186	ENSRNOP00000015035	ENSXETP00000061179
ENSPTRP00000012257	ENSBTAP00000021899	ENSGALP00000052132	ENSGGOP00000026601	ENSP00000220062	ENSMMUP00000033485	ENSMUSP00000082580	ENSRNOP00000041205	
ENSPTRP00000033669			ENSGGOP00000022192	ENSP00000257696	ENSMMUP00000019056	ENSMUSP00000060791	ENSRNOP00000070117	
ENSPTRP00000031062	ENSBTAP00000007275		ENSGGOP00000016960	ENSP00000303511	ENSMMUP00000001862	ENSMUSP00000002840	ENSRNOP00000022582	
ENSPTRP00000026243	ENSBTAP00000006033	ENSGALP00000024768	ENSGGOP00000015971	ENSP00000377494	ENSMMUP00000000939	ENSMUSP00000093762	ENSRNOP00000002942	
ENSPTRP00000046684	ENSBTAP00000012443	ENSGALP00000055408		ENSP00000262432	ENSMMUP00000012829	ENSMUSP00000021030	ENSRNOP00000008140	ENSXETP00000017172
ENSPTRP00000033672	ENSBTAP00000012443	ENSGALP00000055408		ENSP00000262432	ENSMMUP00000012829	ENSMUSP00000021030	ENSRNOP00000008140	ENSXETP00000017172
ENSPTRP00000028018	ENSBTAP00000005799	ENSGALP00000022679	ENSGGOP00000019456	ENSP00000404381	ENSMMUP00000008982	ENSMUSP00000087641	ENSRNOP00000068773	ENSXETP00000020490
ENSPTRP00000036398	ENSBTAP00000008190	ENSGALP00000011319	ENSGGOP00000020706	ENSP00000363089	ENSMMUP00000011954	ENSMUSP00000045770	ENSRNOP00000014020	
ENSPTRP00000018293	ENSBTAP00000001071	ENSGALP00000004982	ENSGGOP00000006839	ENSP00000262812	ENSMMUP00000031733	ENSMUSP00000071078	ENSRNOP00000027381	ENSXETP00000022347
ENSPTRP00000043513	ENSBTAP00000010660	ENSGALP00000042182	ENSGGOP00000007627	ENSP00000348538	ENSMMUP00000060933	ENSMUSP00000133816	ENSRNOP00000008764	ENSXETP00000024600
ENSPTRP00000036403	ENSBTAP00000021192	ENSGALP00000011314	ENSGGOP00000005086	ENSP00000265922	ENSMMUP00000042024	ENSMUSP00000030036	ENSRNOP00000007578	ENSXETP00000000502
ENSPTRP00000006990	ENSBTAP00000001019	ENSGALP00000035573	ENSGGOP00000007689	ENSP00000298198	ENSMMUP00000022911	ENSMUSP00000081998	ENSRNOP00000022963	ENSXETP00000049346
ENSPTRP00000026244	ENSBTAP00000020053	ENSGALP00000024779	ENSGGOP00000003508	ENSP00000478830	ENSMMUP00000059466	ENSMUSP00000110209	ENSRNOP00000041453	
ENSPTRP00000060856	ENSBTAP00000023226	ENSGALP00000011855	ENSGGOP00000023818	ENSP00000388723	ENSMMUP00000005375	ENSMUSP00000136872		ENSXETP00000014574
ENSPTRP00000060875		ENSGALP00000011852		ENSP00000454012	ENSMMUP00000050704	ENSMUSP00000128815	ENSRNOP00000066167	
ENSPTRP00000028020	ENSBTAP00000005802	ENSGALP00000053843	ENSGGOP00000026163	ENSP00000296417	ENSMMUP00000008984	ENSMUSP00000036907	ENSRNOP00000065187	
ENSPTRP00000001502	ENSBTAP00000006849	ENSGALP00000052602	ENSGGOP00000013344	ENSP00000359904	ENSMMUP00000019160	ENSMUSP00000057828	ENSRNOP00000037831	ENSXETP00000006540
ENSPTRP00000023498	ENSBTAP00000017390		ENSGGOP00000005644	ENSP00000415579	ENSMMUP00000047140	ENSMUSP00000091845	ENSRNOP00000034635	
ENSPTRP00000056139	ENSBTAP00000049812	ENSGALP00000033158	ENSGGOP00000005691	ENSP00000204549	ENSMMUP00000012782	ENSMUSP00000035515	ENSRNOP00000019258	
ENSPTRP00000050450	ENSBTAP00000015714	ENSGALP00000017106	ENSGGOP00000028765	ENSP00000483364	ENSMMUP00000004144	ENSMUSP00000025981	ENSRNOP00000066796	ENSXETP00000056200
ENSPTRP00000029935	ENSBTAP00000023199	ENSGALP00000004442	ENSGGOP00000012137	ENSP00000176763	ENSMMUP00000046103	ENSMUSP00000099885	ENSRNOP00000044325	ENSXETP00000058705
ENSPTRP00000026246	ENSBTAP00000022018		ENSGGOP00000022842	ENSP00000399392	ENSMMUP00000051301	ENSMUSP00000037651	ENSRNOP00000029428	
ENSPTRP00000014243	ENSBTAP00000019489	ENSGALP00000045965	ENSGGOP00000011793	ENSP00000268489	ENSMMUP00000027691	ENSMUSP00000044612	ENSRNOP00000019408	ENSXETP00000050732
ENSPTRP00000028021	ENSBTAP00000014026			ENSP00000354830		ENSMUSP00000058896	ENSRNOP00000013661	
ENSPTRP00000054333	ENSBTAP00000008586	ENSGALP00000043857	ENSGGOP00000000176	ENSP00000343818	ENSMMUP00000030615	ENSMUSP00000119891	ENSRNOP00000073851	ENSXETP00000055306
ENSPTRP00000012262	ENSBTAP00000011038	ENSGALP00000011790	ENSGGOP00000017595	ENSP00000300107	ENSMMUP00000056343	ENSMUSP00000015501	ENSRNOP00000050010	ENSXETP00000014583
ENSPTRP00000028024	ENSBTAP00000045511		ENSGGOP00000003512	ENSP00000296420	ENSMMUP00000052760	ENSMUSP00000112603	ENSRNOP00000033031	
ENSPTRP00000044424	ENSBTAP00000025544	ENSGALP00000018523	ENSGGOP00000028188	ENSP00000294638	ENSMMUP00000006990	ENSMUSP00000136047	ENSRNOP00000009370	ENSXETP00000006533
ENSPTRP00000060753			ENSGGOP00000024828					
ENSPTRP00000026247	ENSBTAP00000022023		ENSGGOP00000013644	ENSP00000419485	ENSMMUP00000021145	ENSMUSP00000123853	ENSRNOP00000041206	
ENSPTRP00000048869	ENSBTAP00000048394		ENSGGOP00000023879	ENSP00000409937	ENSMMUP00000052660	ENSMUSP00000094845	ENSRNOP00000017517	
ENSPTRP00000047642	ENSBTAP00000033468		ENSGGOP00000020499	ENSP00000418907	ENSMMUP00000060263	ENSMUSP00000110941	ENSRNOP00000057100	
ENSPTRP00000040941	ENSBTAP00000011687		ENSGGOP00000011088	ENSP00000381247	ENSMMUP00000046880	ENSMUSP00000060205	ENSRNOP00000005509	
ENSPTRP00000061317	ENSBTAP00000015760		ENSGGOP00000011924	ENSP00000310557	ENSMMUP00000007204	ENSMUSP00000136616	ENSRNOP00000044706	ENSXETP00000026798
ENSPTRP00000029940	ENSBTAP00000046032	ENSGALP00000048079	ENSGGOP00000013565	ENSP00000377381	ENSMMUP00000042206	ENSMUSP00000056765	ENSRNOP00000005486	ENSXETP00000031562
ENSPTRP00000006993	ENSBTAP00000010820		ENSGGOP00000005767	ENSP00000309463	ENSMMUP00000017195	ENSMUSP00000032967	ENSRNOP00000022879	
ENSPTRP00000029944	ENSBTAP00000011874	ENSGALP00000044049	ENSGGOP00000008573	ENSP00000309714	ENSMMUP00000013208	ENSMUSP00000044276	ENSRNOP00000005478	ENSXETP00000025784
ENSPTRP00000006994	ENSBTAP00000042403	ENSGALP00000027913	ENSGGOP00000012564	ENSP00000263681	ENSMMUP00000027170	ENSMUSP00000032969	ENSRNOP00000024875	ENSXETP00000027432
ENSPTRP00000039154			ENSGGOP00000023305					
ENSPTRP00000014246	ENSBTAP00000024515	ENSGALP00000000999	ENSGGOP00000009547	ENSP00000219313	ENSMMUP00000053055	ENSMUSP00000041968	ENSRNOP00000019104	ENSXETP00000038770
ENSPTRP00000008136	ENSBTAP00000000780	ENSGALP00000021550	ENSGGOP00000001381	ENSP00000379353	ENSMMUP00000040101	ENSMUSP00000032421	ENSRNOP00000018999	ENSXETP00000063798
ENSPTRP00000058713	ENSBTAP00000001872	ENSGALP00000004480	ENSGGOP00000004784	ENSP00000358815	ENSMMUP00000011596	ENSMUSP00000051481	ENSRNOP00000032620	ENSXETP00000003576
ENSPTRP00000057687	ENSBTAP00000053611		ENSGGOP00000001254	ENSP00000306627	ENSMMUP00000040036	ENSMUSP00000124969	ENSRNOP00000072593	
ENSPTRP00000001505	ENSBTAP00000033380	ENSGALP00000018540	ENSGGOP00000006887	ENSP00000359892	ENSMMUP00000039906	ENSMUSP00000087394	ENSRNOP00000070150	ENSXETP00000006527
ENSPTRP00000031064	ENSBTAP00000007277	ENSGALP00000050771	ENSGGOP00000007107	ENSP00000417963	ENSMMUP00000061004	ENSMUSP00000002839	ENSRNOP00000022862	
ENSPTRP00000033675	ENSBTAP00000013015		ENSGGOP00000004797	ENSP00000326652	ENSMMUP00000051197	ENSMUSP00000126496	ENSRNOP00000047959	
ENSPTRP00000029948	ENSBTAP00000018411	ENSGALP00000047470	ENSGGOP00000006978	ENSP00000239223		ENSMUSP00000025025	ENSRNOP00000005383	ENSXETP00000002912
ENSPTRP00000008135	ENSBTAP00000013373	ENSGALP00000021574	ENSGGOP00000014703	ENSP00000229329	ENSMMUP00000027392	ENSMUSP00000032419	ENSRNOP00000018734	ENSXETP00000060354
ENSPTRP00000033676	ENSBTAP00000021909		ENSGGOP00000005693	ENSP00000438248	ENSMMUP00000012584	ENSMUSP00000031779	ENSRNOP00000008356	ENSXETP00000049856
ENSPTRP00000020680	ENSBTAP00000016198	ENSGALP00000025896	ENSGGOP00000004485	ENSP00000001146	ENSMMUP00000036484	ENSMUSP00000145092	ENSRNOP00000020505	ENSXETP00000046568
ENSPTRP00000061149	ENSBTAP00000041245		ENSGGOP00000014905	ENSP00000363040	ENSMMUP00000020888	ENSMUSP00000102982	ENSRNOP00000007812	
ENSPTRP00000036410	ENSBTAP00000041245		ENSGGOP00000014905	ENSP00000363040	ENSMMUP00000020888	ENSMUSP00000102982	ENSRNOP00000007812	
ENSPTRP00000023500	ENSBTAP00000002520	ENSGALP00000012342	ENSGGOP00000010716	ENSP00000319814	ENSMMUP00000029731	ENSMUSP00000029017	ENSRNOP00000030913	ENSXETP00000035200
ENSPTRP00000050446	ENSBTAP00000045026	ENSGALP00000058408	ENSGGOP00000005236	ENSP00000440027	ENSMMUP00000035757	ENSMUSP00000116285	ENSRNOP00000019751	ENSXETP00000008087
ENSPTRP00000029951	ENSBTAP00000021218	ENSGALP00000004508	ENSGGOP00000008263	ENSP00000377374	ENSMMUP00000004091	ENSMUSP00000132922	ENSRNOP00000005273	ENSXETP00000039646
ENSPTRP00000058420		ENSGALP00000004232						ENSXETP00000016690
ENSPTRP00000014163	ENSBTAP00000006258	ENSGALP00000041824	ENSGGOP00000022679	ENSP00000341051	ENSMMUP00000032322	ENSMUSP00000046546	ENSRNOP00000067448	
ENSPTRP00000012263	ENSBTAP00000003651	ENSGALP00000011886		ENSP00000261883	ENSMMUP00000012630	ENSMUSP00000036631	ENSRNOP00000048194	ENSXETP00000014569
ENSPTRP00000036412	ENSBTAP00000000956	ENSGALP00000001264	ENSGGOP00000007282	ENSP00000476369	ENSMMUP00000002198	ENSMUSP00000028220	ENSRNOP00000025399	ENSXETP00000042434
ENSPTRP00000043714	ENSBTAP00000027169	ENSGALP00000024791	ENSGGOP00000012446	ENSP00000420298	ENSMMUP00000040030	ENSMUSP00000130518	ENSRNOP00000055253	ENSXETP00000035599
ENSPTRP00000020683	ENSBTAP00000044448	ENSGALP00000025892	ENSGGOP00000000459	ENSP00000272427	ENSMMUP00000015928	ENSMUSP00000125312	ENSRNOP00000070757	ENSXETP00000046552
ENSPTRP00000006997	ENSBTAP00000032603	ENSGALP00000055616	ENSGGOP00000025361	ENSP00000263671	ENSMMUP00000036835	ENSMUSP00000102699	ENSRNOP00000024803	
ENSPTRP00000023501	ENSBTAP00000049015		ENSGGOP00000010722	ENSP00000360215	ENSMMUP00000029735	ENSMUSP00000029018	ENSRNOP00000071089	
ENSPTRP00000047847	ENSBTAP00000020094		ENSGGOP00000006557	ENSP00000429690	ENSMMUP00000018175	ENSMUSP00000127552	ENSRNOP00000071366	ENSXETP00000023405
ENSPTRP00000028026	ENSBTAP00000021305	ENSGALP00000047388	ENSGGOP00000006621	ENSP00000378323	ENSMMUP00000006110	ENSMUSP00000053101	ENSRNOP00000049674	ENSXETP00000024402
ENSPTRP00000012264	ENSBTAP00000016388	ENSGALP00000011896	ENSGGOP00000025566	ENSP00000261888	ENSMMUP00000007587	ENSMUSP00000070098	ENSRNOP00000043841	ENSXETP00000014565
ENSPTRP00000059369	ENSBTAP00000023181	ENSGALP00000053477	ENSGGOP00000018112	ENSP00000386264	ENSMMUP00000057844	ENSMUSP00000092522	ENSRNOP00000074197	ENSXETP00000010581
ENSPTRP00000006999	ENSBTAP00000000969	ENSGALP00000027916	ENSGGOP00000014138	ENSP00000299563		ENSMUSP00000079631	ENSRNOP00000036826	ENSXETP00000006582
ENSPTRP00000052172	ENSBTAP00000033383		ENSGGOP00000022801	ENSP00000359871	ENSMMUP00000009469	ENSMUSP00000072483	ENSRNOP00000013238	ENSXETP00000006513
ENSPTRP00000040260	ENSBTAP00000015755		ENSGGOP00000003644	ENSP00000333919	ENSMMUP00000018691	ENSMUSP00000067877	ENSRNOP00000050172	
ENSPTRP00000036413	ENSBTAP00000022548	ENSGALP00000002497	ENSGGOP00000005593	ENSP00000210313	ENSMMUP00000002957	ENSMUSP00000028225	ENSRNOP00000025433	ENSXETP00000042379
ENSPTRP00000058431	ENSBTAP00000040663	ENSGALP00000021593	ENSGGOP00000018968	ENSP00000261200	ENSMMUP00000027389	ENSMUSP00000098390	ENSRNOP00000052402	ENSXETP00000001948
ENSPTRP00000060735	ENSBTAP00000042158		ENSGGOP00000013480	ENSP00000345826	ENSMMUP00000041413	ENSMUSP00000039950	ENSRNOP00000067298	
ENSPTRP00000023509	ENSBTAP00000053114	ENSGALP00000043369	ENSGGOP00000005744	ENSP00000360210	ENSMMUP00000026224	ENSMUSP00000029023	ENSRNOP00000030660	ENSXETP00000024592
ENSPTRP00000007000	ENSBTAP00000053271	ENSGALP00000027918	ENSGGOP00000014157	ENSP00000339918	ENSMMUP00000027688	ENSMUSP00000035929	ENSRNOP00000071512	ENSXETP00000006580
ENSPTRP00000029956	ENSBTAP00000055972	ENSGALP00000004529	ENSGGOP00000028063	ENSP00000296953	ENSMMUP00000007767	ENSMUSP00000059102	ENSRNOP00000073583	ENSXETP00000027827
ENSPTRP00000023510	ENSBTAP00000018048	ENSGALP00000012325	ENSGGOP00000015141	ENSP00000396747	ENSMMUP00000026223	ENSMUSP00000113291		
ENSPTRP00000041730	ENSBTAP00000002972	ENSGALP00000043789	ENSGGOP00000012897	ENSP00000205061	ENSMMUP00000041939	ENSMUSP00000131355	ENSRNOP00000025570	ENSXETP00000016695
ENSPTRP00000018295	ENSBTAP00000047676	ENSGALP00000004940		ENSP00000247003	ENSMMUP00000030660	ENSMUSP00000008004	ENSRNOP00000004891	ENSXETP00000019606
ENSPTRP00000023514		ENSGALP00000038200	ENSGGOP00000015148		ENSMMUP00000026220			ENSXETP00000005210
ENSPTRP00000012266	ENSBTAP00000045681	ENSGALP00000047868	ENSGGOP00000025693	ENSP00000332773	ENSMMUP00000028688	ENSMUSP00000034961	ENSRNOP00000039295	
ENSPTRP00000043521	ENSBTAP00000027955	ENSGALP00000005427	ENSGGOP00000002476	ENSP00000464275	ENSMMUP00000029453	ENSMUSP00000099515	ENSRNOP00000000254	ENSXETP00000015843
ENSPTRP00000010984	ENSBTAP00000028279	ENSGALP00000015391	ENSGGOP00000025018	ENSP00000341351	ENSMMUP00000025418	ENSMUSP00000052755	ENSRNOP00000006005	ENSXETP00000060416
ENSPTRP00000033678	ENSBTAP00000021912		ENSGGOP00000005702	ENSP00000249389		ENSMUSP00000079289	ENSRNOP00000009278	ENSXETP00000049850
ENSPTRP00000033683	ENSBTAP00000014612		ENSGGOP00000005713	ENSP00000297788	ENSMMUP00000012602	ENSMUSP00000137673	ENSRNOP00000057058	ENSXETP00000063753
ENSPTRP00000026253	ENSBTAP00000011976	ENSGALP00000024484	ENSGGOP00000006494	ENSP00000283290	ENSMMUP00000018693	ENSMUSP00000023343	ENSRNOP00000002906	ENSXETP00000060161
ENSPTRP00000020689	ENSBTAP00000029280	ENSGALP00000000091	ENSGGOP00000005562	ENSP00000234454	ENSMMUP00000012410	ENSMUSP00000048111	ENSRNOP00000020749	ENSXETP00000060132
ENSPTRP00000057829	ENSBTAP00000002432	ENSGALP00000052472		ENSP00000258106		ENSMUSP00000046026	ENSRNOP00000020786	ENSXETP00000038936
ENSPTRP00000023517	ENSBTAP00000024031	ENSGALP00000012201	ENSGGOP00000015151	ENSP00000244040	ENSMMUP00000057391	ENSMUSP00000029024	ENSRNOP00000061148	ENSXETP00000059635
ENSPTRP00000036416	ENSBTAP00000041215	ENSGALP00000002401	ENSGGOP00000002249	ENSP00000362994	ENSMMUP00000057367	ENSMUSP00000130759	ENSRNOP00000076070	ENSXETP00000042386
ENSPTRP00000004877			ENSGGOP00000027358		ENSMMUP00000026979			
ENSPTRP00000031065	ENSBTAP00000054042	ENSGALP00000058538	ENSGGOP00000007110	ENSP00000244711	ENSMMUP00000033672	ENSMUSP00000002845	ENSRNOP00000069326	ENSXETP00000060012
ENSPTRP00000057117	ENSBTAP00000023164	ENSGALP00000012193	ENSGGOP00000007631	ENSP00000417175	ENSMMUP00000028594	ENSMUSP00000064699	ENSRNOP00000007554	ENSXETP00000005203
ENSPTRP00000020691	ENSBTAP00000044550	ENSGALP00000025887	ENSGGOP00000005150	ENSP00000272433	ENSMMUP00000003076	ENSMUSP00000041872	ENSRNOP00000054347	ENSXETP00000060326
ENSPTRP00000010986	ENSBTAP00000013255	ENSGALP00000015372	ENSGGOP00000001244	ENSP00000313140	ENSMMUP00000027016	ENSMUSP00000043049	ENSRNOP00000030862	ENSXETP00000038846
ENSPTRP00000007005	ENSBTAP00000008726	ENSGALP00000027920	ENSGGOP00000014141	ENSP00000263672	ENSMMUP00000054558	ENSMUSP00000041152	ENSRNOP00000024772	ENSXETP00000054148
ENSPTRP00000029957	ENSBTAP00000002619	ENSGALP00000004536	ENSGGOP00000002203	ENSP00000231668	ENSMMUP00000019175	ENSMUSP00000015725	ENSRNOP00000028173	ENSXETP00000027830
ENSPTRP00000010945	ENSBTAP00000027433		ENSGGOP00000007674	ENSP00000386988	ENSMMUP00000051732	ENSMUSP00000146979		
ENSPTRP00000031066	ENSBTAP00000016944	ENSGALP00000013895	ENSGGOP00000023740	ENSP00000313995	ENSMMUP00000001035	ENSMUSP00000071743	ENSRNOP00000023979	ENSXETP00000001241
ENSPTRP00000012271	ENSBTAP00000008442	ENSGALP00000011972	ENSGGOP00000010218	ENSP00000319623	ENSMMUP00000028693	ENSMUSP00000045387	ENSRNOP00000063585	ENSXETP00000014562
ENSPTRP00000046891	ENSBTAP00000027954	ENSGALP00000005409	ENSGGOP00000010606	ENSP00000269051	ENSMMUP00000004222	ENSMUSP00000017836	ENSRNOP00000007312	
ENSPTRP00000036418	ENSBTAP00000016204	ENSGALP00000050742	ENSGGOP00000025567	ENSP00000223642	ENSMMUP00000026497	ENSMUSP00000028233	ENSRNOP00000025534	ENSXETP00000042388
ENSPTRP00000039143	ENSBTAP00000027185	ENSGALP00000012183	ENSGGOP00000007635	ENSP00000360191	ENSMMUP00000020370		ENSRNOP00000032411	ENSXETP00000005204
ENSPTRP00000048866		ENSGALP00000013664	ENSGGOP00000019585	ENSP00000387278	ENSMMUP00000023867	ENSMUSP00000109914	ENSRNOP00000014094	ENSXETP00000060306
ENSPTRP00000052990	ENSBTAP00000035196	ENSGALP00000005362	ENSGGOP00000006507	ENSP00000351132	ENSMMUP00000052976	ENSMUSP00000057669	ENSRNOP00000074094	ENSXETP00000043304
ENSPTRP00000004881	ENSBTAP00000004744	ENSGALP00000011254	ENSGGOP00000005903	ENSP00000435373	ENSMMUP00000021940	ENSMUSP00000025983	ENSRNOP00000064122	ENSXETP00000026592
ENSPTRP00000008130	ENSBTAP00000003307	ENSGALP00000042246	ENSGGOP00000008753	ENSP00000240662	ENSMMUP00000027387	ENSMUSP00000145440	ENSRNOP00000018057	
ENSPTRP00000001509	ENSBTAP00000024551	ENSGALP00000045462	ENSGGOP00000004582	ENSP00000317473	ENSMMUP00000001167	ENSMUSP00000129481	ENSRNOP00000061541	ENSXETP00000006506
ENSPTRP00000014254	ENSBTAP00000005847	ENSGALP00000051927	ENSGGOP00000000158	ENSP00000354361	ENSMMUP00000010980	ENSMUSP00000043780		ENSXETP00000016697
ENSPTRP00000008129	ENSBTAP00000026118	ENSGALP00000045612	ENSGGOP00000015376	ENSP00000379386	ENSMMUP00000034797	ENSMUSP00000032373	ENSRNOP00000017965	ENSXETP00000036972
ENSPTRP00000046342	ENSBTAP00000005055	ENSGALP00000012180	ENSGGOP00000000463	ENSP00000457522	ENSMMUP00000002439	ENSMUSP00000085218	ENSRNOP00000073268	ENSXETP00000009095
ENSPTRP00000047638	ENSBTAP00000008207		ENSGGOP00000021479	ENSP00000327145	ENSMMUP00000008292	ENSMUSP00000064163	ENSRNOP00000070379	ENSXETP00000032738
ENSPTRP00000007007	ENSBTAP00000036593	ENSGALP00000041437	ENSGGOP00000014148	ENSP00000294064	ENSMMUP00000014001	ENSMUSP00000045222	ENSRNOP00000024420	ENSXETP00000008283
ENSPTRP00000029961	ENSBTAP00000027402	ENSGALP00000004542	ENSGGOP00000016680	ENSP00000327758		ENSMUSP00000015723	ENSRNOP00000028155	ENSXETP00000027831
ENSPTRP00000029962	ENSBTAP00000002384	ENSGALP00000040201	ENSGGOP00000013394	ENSP00000265087	ENSMMUP00000019404	ENSMUSP00000020546	ENSRNOP00000028146	ENSXETP00000027832
ENSPTRP00000004883	ENSBTAP00000051686	ENSGALP00000011282	ENSGGOP00000025946	ENSP00000224337	ENSMMUP00000011392	ENSMUSP00000057844	ENSRNOP00000019014	ENSXETP00000026586
ENSPTRP00000057613	ENSBTAP00000022232	ENSGALP00000012170	ENSGGOP00000012201	ENSP00000348395	ENSMMUP00000059195	ENSMUSP00000042808	ENSRNOP00000035430	ENSXETP00000018753
ENSPTRP00000007010	ENSBTAP00000020716	ENSGALP00000027908	ENSGGOP00000019126	ENSP00000289575	ENSMMUP00000011973	ENSMUSP00000102703	ENSRNOP00000024281	ENSXETP00000063113
ENSPTRP00000020693	ENSBTAP00000008106		ENSGGOP00000005154	ENSP00000258098	ENSMMUP00000003077	ENSMUSP00000058305	ENSRNOP00000072006	ENSXETP00000059311
ENSPTRP00000018298	ENSBTAP00000001076	ENSGALP00000049625	ENSGGOP00000018986	ENSP00000439937	ENSMMUP00000030661	ENSMUSP00000105751	ENSRNOP00000027428	ENSXETP00000022356
ENSPTRP00000029963	ENSBTAP00000045952	ENSGALP00000050880	ENSGGOP00000010647	ENSP00000309644	ENSMMUP00000018141	ENSMUSP00000056417	ENSRNOP00000028115	ENSXETP00000048799
ENSPTRP00000010988	ENSBTAP00000013186	ENSGALP00000015367	ENSGGOP00000010316	ENSP00000336729	ENSMMUP00000027023	ENSMUSP00000021558	ENSRNOP00000006460	ENSXETP00000038840
ENSPTRP00000029965	ENSBTAP00000013177	ENSGALP00000046649	ENSGGOP00000009858	ENSP00000265085	ENSMMUP00000033703	ENSMUSP00000020543	ENSRNOP00000072827	ENSXETP00000027833
ENSPTRP00000056142	ENSBTAP00000044543		ENSGGOP00000014218	ENSP00000381486	ENSMMUP00000043572	ENSMUSP00000087006	ENSRNOP00000054325	
ENSPTRP00000014256	ENSBTAP00000016202	ENSGALP00000004360		ENSP00000308351	ENSMMUP00000010984	ENSMUSP00000055521	ENSRNOP00000034575	ENSXETP00000016703
ENSPTRP00000059419	ENSBTAP00000023246	ENSGALP00000050809	ENSGGOP00000022146	ENSP00000360141	ENSMMUP00000013450	ENSMUSP00000140174	ENSRNOP00000069800	ENSXETP00000062270
ENSPTRP00000020694	ENSBTAP00000011544	ENSGALP00000057344	ENSGGOP00000007584	ENSP00000374152	ENSMMUP00000016339	ENSMUSP00000048537	ENSRNOP00000020909	ENSXETP00000025737
ENSPTRP00000012280	ENSBTAP00000019706	ENSGALP00000012022	ENSGGOP00000021267	ENSP00000339208	ENSMMUP00000020258	ENSMUSP00000034960	ENSRNOP00000025873	ENSXETP00000014558
